time,open,high,low,close,Line4,si_dir,si_close,Kernel Estimate,Synthetic Renko Close,last_state_code,kern_reg,OPEN LONG,OPEN SHORT,Exit_Renko,Regime Flip → LONG,Regime Flip → SHORT,Kernel Regression Estimate,Distance Above Kernel,Distance Below Kernel,Buy,Sell,StopBuy,StopSell,Upper Envelope: Far,Upper Envelope: Average,Upper Envelope: Near,Envelope Midline,Lower Envelope: Near,Lower Envelope: Average,Lower Envelope: Far,Chars,Chars,Chars,Chars,Shapes,Shapes,Volume
1770956700,24782.5,24788.75,24780.25,24784,24796.542441025635,-1,77.135,24775.45911077304,24783.0625,0,-1,0,0,0,0,0,24774.989096961966,,,,,,,24998.85956667444,24907.91218835375,24816.964810033056,24774.989096961966,24733.013383890877,24642.066005570185,24551.118627249492,0,0,0,0,,,183
1770957000,24783.5,24787.75,24768.75,24769.5,24796.218257881214,1,77.23,24774.965004379013,24774.3125,1,-1,0,0,0,0,0,24774.17766797132,,,,,,,24996.54889759903,24906.210585562774,24815.872273526515,24774.17766797132,24732.483062416122,24642.144750379863,24551.806438343607,0,0,0,0,,,203
1770957300,24769,24774.25,24759.75,24763,24795.871632263188,-1,77.015,24773.797879210655,24765.5625,1,-1,0,0,0,0,0,24772.898576460655,,,,,,,24993.769377817884,24904.04061476651,24814.311851715134,24772.898576460655,24731.485301206176,24641.7565381548,24552.027775103426,0,0,0,0,,,281
1770957600,24764,24775.25,24758.25,24760.5,24795.497563273384,-1,77.005,24772.615519063886,24764.3125,0,-1,0,0,0,0,0,24771.496465450036,,,,,,,24990.896499222727,24901.76523550257,24812.633971782416,24771.496465450036,24730.358959117657,24641.2276953975,24552.096431677346,0,0,0,0,,,335
1770957900,24760,24768,24754,24760.25,24795.096323204718,-1,76.84,24771.241224293466,24761.8125,0,-1,0,0,0,0,0,24770.15995542875,,,,,,,24988.081733704585,24899.551011280026,24811.02028885547,24770.15995542875,24729.29962200203,24640.768899577473,24552.238177152914,0,0,0,0,,,230
1770958200,24760.25,24767.75,24753,24757,24794.65807585229,-1,76.805,24769.787849938723,24759.3125,0,-1,0,0,0,0,0,24768.629503268192,,,,,,,24985.076639595223,24897.144990462366,24809.21334132951,24768.629503268192,24728.045665206875,24640.114016074018,24552.18236694116,0,0,0,0,,,284
1770958500,24758,24767.25,24756.75,24757.25,24794.192811608435,-1,76.76,24768.530608708337,24759.3125,0,-1,0,0,0,0,0,24767.241391601212,,,,,,,24982.163992524704,24894.851685899535,24807.539379274367,24767.241391601212,24726.943403928057,24639.63109730289,24552.31879067772,0,0,0,0,,,315
1770958800,24757.75,24771,24747.75,24766.5,24793.723180315243,1,77.185,24767.675745036948,24761.8125,3,-1,0,0,0,0,0,24766.79569461002,,,,,,,24980.301843711495,24893.56497063902,24806.828097566548,24766.79569461002,24726.763291653493,24640.02641858102,24553.289545508545,0,0,0,0,,,328
1770959100,24766.5,24768.5,24753,24764,24793.216535154148,-1,77.125,24766.859064890898,24761.8125,3,-1,0,0,0,0,0,24766.217503574026,,,,,,,24978.321639342892,24892.15433418679,24805.98702903069,24766.217503574026,24726.44797811736,24640.28067296126,24554.11336780516,0,0,0,0,,,308
1770959400,24764.75,24765.25,24749.75,24750.5,24792.658007545127,-1,77.065,24765.365863843675,24759.3125,3,-1,0,0,0,0,0,24764.494317055225,,,,,,,24975.211289404597,24889.607519387664,24804.00374937073,24764.494317055225,24724.98488473972,24639.381114722786,24553.777344705853,0,0,0,0,,,300
1770959700,24750.25,24753.5,24733.5,24738,24792.030750741455,-1,76.6,24762.743467638098,24741.8125,1,-1,0,0,0,0,0,24761.70373128133,,,,,,,24971.101634360744,24886.033736234735,24800.96583810872,24761.70373128133,24722.44162445394,24637.373726327925,24552.305828201916,0,0,0,0,,,686
