time,open,high,low,close,Line4,si_dir,si_close,Kernel Estimate,Synthetic Renko Close,last_state_code,kern_reg,OPEN LONG,OPEN SHORT,CLOSE,Regime Flip → LONG,Regime Flip → SHORT,Kernel Regression Estimate,Distance Above Kernel,Distance Below Kernel,Buy,Sell,StopBuy,StopSell,Upper Envelope: Far,Upper Envelope: Average,Upper Envelope: Near,Envelope Midline,Lower Envelope: Near,Lower Envelope: Average,Lower Envelope: Far,Chars,Chars,Chars,Chars,Shapes,Shapes,Volume
2026-02-03T22:40:00+08:00,49642,49767,49642,49696,49503.588684319584,1,88.1,49519.772607659994,49698.25,1,-1,0,0,0,0,0,49522.64376436633,,,,,,,49659.1117110667,49603.671607719676,49548.23150437265,49522.64376436633,49497.05602436001,49441.615921012984,49386.175817665964,0,0,0,0,,,5032
2026-02-03T22:45:00+08:00,49696,49719,49617,49712,49504.137530607986,1,88.55,49537.23716497854,49698.25,1,1,0,0,0,1,0,49542.05256011248,,,,,,,49684.64546280568,49626.71709608657,49568.78872936746,49542.05256011248,49515.31639085751,49457.388024138396,49399.459657419284,0,0,0,0,,,2688
2026-02-03T22:50:00+08:00,49709,49737,49608,49610,49504.88535188053,-1,88.545,49549.83413517778,49688.25,3,1,0,0,0,0,0,49551.67295156812,,,,,,,49701.4158212555,49640.582780445,49579.749739634506,49551.67295156812,49523.59616350174,49462.76312269124,49401.930081880746,0,0,0,0,,,2138
2026-02-03T22:55:00+08:00,49607,49633,49525,49538,49505.74683662135,-1,88.05,49554.21621869126,49563.25,1,1,0,0,0,0,0,49554.01464635617,,,,,,,49711.57647639602,49647.56698294233,49583.55748948864,49554.01464635617,49524.4718032237,49460.46230977001,49396.45281631632,0,0,0,0,,,2444
2026-02-03T23:00:00+08:00,49542,49579,49517,49550,49506.68605340048,-1,87.52,49556.96422605468,49553.25,2,1,0,0,0,0,0,49556.683783935885,,,,,,,49722.07333700557,49654.88383107101,49587.69432513645,49556.683783935885,49525.67324273532,49458.48373680076,49391.2942308662,0,0,0,0,,,2295
2026-02-03T23:05:00+08:00,49550,49595,49537,49590,49507.73206429959,1,88.095,49561.60152987064,49563.25,2,1,1,0,0,0,0,49562.26641112478,,,,,,,49735.35999448604,49665.04072624553,49594.72145800501,49562.26641112478,49529.811364244546,49459.49209600403,49389.17282776352,0,0,0,0,,,1989
2026-02-03T23:10:00+08:00,49588,49595,49496,49540,49508.835954548405,-1,87.685,49562.293151955295,49553.25,2,1,0,0,1,0,0,49562.58017571924,,,,,,,49743.68126893758,49670.10894981763,49596.53663069768,49562.58017571924,49528.6237207408,49455.05140162085,49381.4790825009,0,0,0,0,,,2129
2026-02-03T23:15:00+08:00,49538,49621,49531,49565,49510.00944712854,-1,87.63,49564.86561837921,49563.25,2,1,1,0,0,0,0,49564.53824069438,,,,,,,49753.774041486446,49676.896997414675,49600.0199533429,49564.53824069438,49529.05652804587,49452.17948397409,49375.30243990232,0,0,0,0,,,2105
2026-02-03T23:20:00+08:00,49567,49603,49547,49555,49511.24029703643,-1,87.38,49566.35738881897,49563.25,2,1,0,0,0,0,0,49565.0276778538,,,,,,,49762.05708703568,49682.01388955554,49601.9706920754,49565.0276778538,49528.0846636322,49448.04146615206,49367.99826867192,0,0,0,0,,,1767
2026-02-03T23:25:00+08:00,49554,49657,49539,49591,49512.554836670686,1,88.065,49570.05201687674,49593.25,1,1,0,0,0,0,0,49568.35155934042,,,,,,,49773.55137778059,49690.18895153927,49606.826525297955,49568.35155934042,49529.87659338289,49446.51416714158,49363.151740900255,0,0,0,0,,,1918
