time,open,high,low,close,Kernel Regression Estimate,Distance Above Kernel,Distance Below Kernel,Buy,Sell,StopBuy,StopSell,Upper Envelope: Far,Upper Envelope: Average,Upper Envelope: Near,Envelope Midline,Lower Envelope: Near,Lower Envelope: Average,Lower Envelope: Far,Chars,Chars,Chars,Chars,Shapes,Shapes,Volume
2026-01-19T22:30:00+08:00,4673.2,4675.7,4672.3,4672.3,4672.35379,,,,,,,4701.82915,4689.854785,4677.88042,4672.35379,4666.82716,4654.852795,4642.87843,0,0,0,0,,,1467
2026-01-19T22:35:00+08:00,4672.3,4673.2,4668.9,4669.7,4672.048139,,,,,,,4701.459958,4689.511407,4677.562855,4672.048139,4666.533423,4654.584872,4642.636321,0,0,0,0,,,1136
2026-01-19T22:40:00+08:00,4669.8,4672.5,4669.1,4672.4,4672.011721,,,,,,,4701.363137,4689.439124,4677.515111,4672.011721,4666.50833,4654.584317,4642.660304,0,0,0,0,,,889
2026-01-19T22:45:00+08:00,4672.3,4672.5,4670.4,4671.6,4671.921216,,,,,,,4701.199331,4689.305097,4677.410862,4671.921216,4666.431569,4654.537335,4642.643101,0,0,0,0,,,776
2026-01-19T22:50:00+08:00,4671.3,4674.1,4671.2,4673.5,4672.022886,,,,,,,4701.22522,4689.361772,4677.498324,4672.022886,4666.547448,4654.684,4642.820552,0,0,0,0,,,941
2026-01-19T22:55:00+08:00,4673.2,4673.8,4671.5,4671.5,4671.955249,,,,,,,4701.072159,4689.243414,4677.41467,4671.955249,4666.495828,4654.667084,4642.838339,0,0,0,0,,,1011
2026-01-19T23:00:00+08:00,4671.5,4675,4669.6,4673,4672.035433,,,,,,,4701.095679,4689.289954,4677.484229,4672.035433,4666.586636,4654.780912,4642.975187,0,0,0,0,,,2282
2026-01-19T23:05:00+08:00,4672.7,4675.9,4672.3,4674.6,4672.266547,,,,,,,4701.276634,4689.491286,4677.705938,4672.266547,4666.827156,4655.041808,4643.256461,0,0,0,0,,,947
2026-01-19T23:10:00+08:00,4674.5,4674.5,4671.6,4673,4672.351033,,,,,,,4701.308687,4689.54464,4677.780593,4672.351033,4666.921473,4655.157426,4643.393379,0,0,0,0,,,865
2026-01-19T23:15:00+08:00,4673.3,4673.9,4670.5,4670.8,4672.234462,,,,,,,4701.143065,4689.398945,4677.654825,4672.234462,4666.814099,4655.069979,4643.325859,0,0,0,0,,,742
2026-01-19T23:20:00+08:00,4670.7,4671.8,4669.5,4670,4672.041525,,,,,,,4700.891195,4689.171016,4677.450838,4672.041525,4666.632212,4654.912034,4643.191856,0,0,0,0,,,788
